Date,FY,Products,dia,dia group,grade,type,length,Voucher Type,Quantity,Rate,Value
12/25/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.97,55339,109017.83
12/25/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.82,54492,208159.44
12/25/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.4,54492,239764.8
12/25/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.77,54492,423402.84
12/25/2021,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.11,54492,441930.12
12/25/2021,FY 22,CUSTOMISED 10 MM TATA TISCON FE500D (T),10 MM,10 MM,500D,CAB,CUSTOMISED,Sales A/c GST,4.703,59800,281239.4
12/25/2021,FY 22,CUSTOMISED 12 MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,1.059,58800,62269.2
12/25/2021,FY 22,CUSTOMISED 20 MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,2.828,58800,166286.4
12/25/2021,FY 22,CUSTOMISED 25 MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,4.646,58800,273184.8
12/25/2021,FY 22,CUSTOMISED 32 MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,2.444,58800,143707.2
12/25/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.45,60000,147000
12/25/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.66,59000,38940
12/25/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.15,58000,124700
12/25/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.58,58000,33640
12/25/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.99,55000,439450
12/25/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,9.96,54000,537840
12/25/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.79,53000,200870
12/25/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5,53000,265000
12/25/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.06,53000,162180
12/25/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,8.67,57500,498525
12/25/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.87,56500,275155
12/25/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,10.09,55500,559995
12/27/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.96,54500,270320
12/27/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.16,54500,172220
12/27/2021,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.93,54500,323185
12/27/2021,FY 22,32MM TATA TISCON FE500D (T),32 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54500,681954.5
12/27/2021,FY 22,CUSTOMISED 20 MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,2.69,58800,158172
12/27/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54576.27,681954.5
12/27/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.89,53559.32,422583.03
12/27/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,53559.32,681954.5
12/28/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,10.52,56000,589120
12/28/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.11,54000,383940
12/28/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.72,54000,416880
12/28/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.99,59000,412410
12/28/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.22,58000,186760
12/28/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.02,57000,286140
12/28/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.99,57000,170430
12/28/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.84,58500,166140
12/28/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.34,57500,249550
12/28/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.34,56500,301710
12/28/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,59000,237180
12/28/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.14,57000,178980
12/28/2021,FY 22,32MM TATA TISCON FE550D (T),32 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55700,681954.5
12/28/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,56700,681954.5
12/28/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.52,56250,254250
12/28/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.26,55250,235365
12/28/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.72,54250,418810
12/28/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.74,54250,257145
12/28/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.2,54250,119350
12/28/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.78,56500,270070
12/28/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55500,681954.5
12/28/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.51,54500,245795
12/28/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.71,56000,207760
12/28/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.96,54000,267840
12/28/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54000,681954.5
12/28/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.02,54000,217080
12/29/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,6.83,59000,402970
12/29/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.28,58000,190240
12/29/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.98,57000,226860
12/29/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.01,57000,171570
12/29/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,57000,57000
12/29/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.89,59000,288510
12/29/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,58000,116580
12/29/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.11,57000,120270
12/29/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.02,57000,115140
12/29/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.01,56800,57368
12/29/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.4,55800,22320
12/29/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.75,54800,41100
12/29/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.57,54800,31236
12/29/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.7,57500,212750
12/29/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.24,56500,183060
12/29/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.02,55500,56610
12/29/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.89,55500,215895
12/29/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,53500,681954.5
12/29/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,53000,681954.5
12/29/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55700,681954.5
12/29/2021,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.26,55700,404382
12/29/2021,FY 22,25MM TATA TISCON FE550D (T),25 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55700,681954.5
12/29/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.04,58500,177840
12/29/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.03,57500,59225
12/29/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.07,56500,173455
12/29/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.98,56500,224870
12/29/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,0.99,56500,55935
12/29/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,10.54,56500,595510
12/29/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,11.69,55500,648795
12/29/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,8.88,54500,483960
12/30/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.52,59000,207680
12/30/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.49,58000,86420
12/30/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.59,57000,204630
12/30/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.08,57000,175560
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.37,57500,423775
12/30/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.61,56500,147465
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.61,55500,144855
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,6.59,55500,365745
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.8,56000,324800
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1,54000,54000
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.04,54000,110160
12/30/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.07,54000,111780
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.06,58500,296010
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,6,56500,339000
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.06,56500,172890
12/30/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,56500,56500
12/30/2021,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.23,56500,238995
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.98,55500,54390
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.5,53500,26750
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.01,53500,54035
12/30/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.02,53500,108070
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.16,60000,189600
12/30/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.14,59000,126260
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.34,58000,77720
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.31,58000,191980
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.99,55500,54945
12/30/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,56700,681954.5
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.53,56500,255945
12/30/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.73,55500,540015
12/30/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.02,54500,273590
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,9.81,54500,534645
12/30/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.07,54500,112815
12/30/2021,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.3,58500,134550
12/30/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,8.14,57500,468050
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,9,56500,508500
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.17,56500,235605
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.85,55491.53,158150.86
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,53500,681954.5
12/30/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.91,54491.53,267553.41
12/30/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.87,53500,207045
12/30/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.86,53500,420510
12/30/2021,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,8.16,53500,436560
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.11,58000,6380
12/30/2021,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.11,57000,6270
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.6,56000,33600
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.68,56000,38080
12/30/2021,FY 22,CUSTOMISED 08 MM TATA TISCON FE500D (T),08 MM,08 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.332,61000,20252
12/30/2021,FY 22,CUSTOMISED 12 MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,CAB,CUSTOMISED,Sales A/c GST,0.508,59000,29972
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,4.66,56000,260960
12/30/2021,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,3.86,54000,208440
12/30/2021,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.82,54000,314280
12/30/2021,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.79,54000,312660
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,10.57,56000,591920
12/30/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,9.31,54000,502740
12/30/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,12.15,54000,656100
12/30/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,9.79,55000,538450
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,54000,681954.5
12/30/2021,FY 22,25MM TATA TISCON FE550D (T),25 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.51,54000,405540
12/30/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.51,55491.53,83792.21
12/30/2021,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.92,54491.53,268098.33
12/30/2021,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.06,53500,270710
12/30/2021,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,10.42,53500,557470
12/31/2021,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.34,56500,19210
12/31/2021,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,1.5,54500,81750
12/31/2021,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1.98,54500,107910
12/31/2021,FY 22,28MM TATA TISCON FE500D (T),28 MM,28 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.96,58500,348660
01-01-2022,FY 22,TISCON-TMT IS:1786FE500CRS 8 mm(T),08 MM,08 MM,500D,CRSD,12 METER,Sales A/c GST,14.55875,60250,681954.5
01-01-2022,FY 22,TISCON-TMT IS:1786FE500CRS 10 mm(T),10 MM,10 MM,500D,CRSD,12 METER,Sales A/c GST,13.52,59000,681954.5
01-01-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.51,54500,27795
01-01-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,5.32,54500,289940
01-01-2022,FY 22,28MM TATA TISCON FE500D (T),28 MM,28 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,7.8,58500,456300
01-01-2022,FY 22,08MM TATA TISCON FE500D (T),08 MM,08 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.87,58500,284895
01-01-2022,FY 22,10MM TATA TISCON FE500D (T),10 MM,10 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2,57500,115000
01-01-2022,FY 22,12MM TATA TISCON FE500D (T),12 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.01,56500,113565
01-01-2022,FY 22,16MM TATA TISCON FE500D (T),16 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,4.13,56500,233345
01-01-2022,FY 22,20MM TATA TISCON FE500D (T),20 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,1,56500,56500
01-01-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,2.1,56500,118650
01-01-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,10.16,53000,538480
01-01-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5.01,53000,265530
01-01-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,53000,681954.5
01-01-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,57500,681954.5
01-01-2022,FY 22,12MM TATA TISCON FE550D (T),12 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,7.65,55300,423045
01-01-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,3.51,55300,194103
01-01-2022,FY 22,20MM TATA TISCON FE550D (T),20 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,5,55300,276500
01-01-2022,FY 22,25MM TATA TISCON FE500D (T),25 MM,12 MM - 32 MM,500D,FULL LENGTH,12 METER,Sales A/c GST,14.55875,55300,681954.5
01-01-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,12.1,53300,644930
01-01-2022,FY 22,08MM TATA TISCON FE550D (T),08 MM,08 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,0.93,57500,53475
01-01-2022,FY 22,10MM TATA TISCON FE550D (T),10 MM,10 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,2.78,56500,157070
01-01-2022,FY 22,16MM TATA TISCON FE550D (T),16 MM,12 MM - 32 MM,550D,FULL LENGTH,12 METER,Sales A/c GST,6.38,55500,354090
